https://example.com/collocation-analysis
There are 2979964 different words in your collocation database for "fact". (Your query returned 5812 matches in 221 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	attention	396	0.18	28	116	5.25
2	due	2053	0.95	66	181	4.11
3	matter	1337	0.62	37	135	3.90
4	that	28888	13.41	748	217	3.80
5	this	19423	9.01	127	218	1.82
6	in	74483	34.57	449	220	1.70
7	they	4962	2.30	28	212	1.60
8	by	25848	12.00	134	220	1.48
9	if	5619	2.61	26	206	1.32
10	from	17653	8.19	77	218	1.23
11	there	5957	2.76	24	205	1.12
12	it	22510	10.45	90	217	1.11
13	has	6224	2.89	24	212	1.05
14	is	47656	22.12	183	219	1.05
15	we	11426	5.30	41	198	0.95
16	to	60506	28.08	215	219	0.94
17	when	6607	3.07	23	203	0.91
18	not	10473	4.86	36	211	0.89
19	the	299695	139.09	947	220	0.77
20	i	9947	4.62	30	211	0.70
21	is	47656	22.12	140	219	0.66
22	have	10599	4.92	30	216	0.61
23	are	18392	8.54	48	216	0.49
24	be	23881	11.08	60	217	0.44
25	as	26091	12.11	62	218	0.36
26	as	26091	12.11	59	218	0.28
27	but	10628	4.93	23	217	0.22
28	the	299695	139.09	635	220	0.19
29	in	74483	34.57	157	220	0.18
30	was	18719	8.69	38	217	0.13
31	with	22072	10.24	44	217	0.10
32	for	14602	6.78	29	220	0.10
33	it	22510	10.45	44	217	0.07
34	which	22042	10.23	42	218	0.04
35	be	23881	11.08	44	217	-0.01
36	a	64555	29.96	118	219	-0.02
37	this	19423	9.01	34	218	-0.08
38	and	75135	34.87	119	221	-0.23
39	of	162257	75.30	253	221	-0.25
40	was	18719	8.69	28	217	-0.31
41	with	22072	10.24	33	217	-0.31
42	by	25848	12.00	38	220	-0.34
43	are	18392	8.54	27	216	-0.34
44	to	60506	28.08	84	219	-0.42
45	a	64555	29.96	76	219	-0.66
46	of	162257	75.30	182	221	-0.73
47	and	75135	34.87	32	221	-2.12
