https://example.com/collocation-analysis
There are 1251886 different words in your collocation database for "fact". (Your query returned 1290 matches in 317 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	curious	132	0.04	14	317	6.61
2	general	787	0.21	9	317	3.39
3	that	12636	3.44	70	317	2.35
4	this	8092	2.20	44	317	2.32
5	is	13172	3.59	54	317	1.91
6	in	28534	7.77	98	317	1.66
7	but	4486	1.22	13	317	1.41
8	it	11834	3.22	34	317	1.40
9	is	13172	3.59	34	317	1.24
10	which	10863	2.96	27	317	1.19
11	a	24255	6.61	55	317	1.06
12	i	8290	2.26	17	317	0.91
13	from	8768	2.39	16	317	0.74
14	by	12454	3.39	21	317	0.63
15	was	8217	2.24	13	317	0.54
16	as	9034	2.46	14	317	0.51
17	the	118289	32.22	180	317	0.48
18	be	11050	3.01	16	317	0.41
19	as	9034	2.46	13	317	0.40
20	in	28534	7.77	41	317	0.40
21	a	24255	6.61	34	317	0.36
22	of	71531	19.48	95	317	0.29
23	that	12636	3.44	16	317	0.22
24	with	8708	2.37	10	317	0.08
25	from	8768	2.39	10	317	0.07
26	this	8092	2.20	9	317	0.03
27	be	11050	3.01	12	317	-0.00
28	the	118289	32.22	128	317	-0.01
29	by	12454	3.39	13	317	-0.06
30	it	11834	3.22	12	317	-0.10
31	to	28074	7.65	28	317	-0.13
32	to	28074	7.65	26	317	-0.23
33	of	71531	19.48	64	317	-0.28
34	and	31499	8.58	26	317	-0.40
35	and	31499	8.58	24	317	-0.52
