https://example.com/collocation-analysis
There are 3260094 different words in your collocation database for "fact". (Your query returned 7491 matches in 203 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	spite	142	0.07	28	203	6.59
2	matter	457	0.23	32	203	5.10
3	owing	629	0.32	40	203	4.96
4	due	1639	0.84	70	203	4.38
5	that	28895	14.79	1072	203	4.18
6	view	1481	0.76	41	203	3.76
7	this	19934	10.21	140	203	1.78
8	in	86438	44.25	571	203	1.69
9	they	5705	2.92	37	203	1.66
10	by	26820	13.73	163	203	1.57
11	some	4604	2.36	26	203	1.46
12	there	6184	3.17	34	203	1.42
13	no	7483	3.83	38	203	1.31
14	is	52448	26.85	256	203	1.25
15	all	5379	2.75	25	203	1.18
16	only	5280	2.70	24	203	1.15
17	has	8497	4.35	38	203	1.13
18	it	22183	11.36	89	203	0.97
19	may	6434	3.29	25	203	0.92
20	we	9195	4.71	35	203	0.89
21	the	313923	160.71	1189	203	0.89
22	from	21592	11.05	80	203	0.86
23	to	61044	31.25	225	203	0.85
24	one	6966	3.57	25	203	0.81
25	not	11017	5.64	38	203	0.75
26	but	10109	5.18	34	203	0.72
27	have	10229	5.24	34	203	0.70
28	these	9249	4.74	30	203	0.66
29	were	7578	3.88	24	203	0.63
30	is	52448	26.85	162	203	0.59
31	for	18543	9.49	56	203	0.56
32	was	12694	6.50	36	203	0.47
33	are	24107	12.34	65	203	0.40
34	be	22136	11.33	58	203	0.36
35	which	21400	10.96	56	203	0.35
36	it	22183	11.36	58	203	0.35
37	was	12694	6.50	33	203	0.34
38	the	313923	160.71	754	203	0.23
39	as	24423	12.50	56	203	0.16
40	not	11017	5.64	25	203	0.15
41	this	19934	10.21	44	203	0.11
42	be	22136	11.33	48	203	0.08
43	in	86438	44.25	185	203	0.06
44	with	23449	12.00	50	203	0.06
45	and	85122	43.58	173	203	-0.01
46	a	71353	36.53	135	203	-0.11
47	for	18543	9.49	34	203	-0.16
48	at	16649	8.52	29	203	-0.23
49	a	71353	36.53	118	203	-0.31
50	of	175642	89.92	278	203	-0.37
51	of	175642	89.92	258	203	-0.48
52	are	24107	12.34	35	203	-0.50
53	as	24423	12.50	35	203	-0.51
54	on	23407	11.98	30	203	-0.68
55	to	61044	31.25	78	203	-0.68
56	with	23449	12.00	28	203	-0.78
57	on	23407	11.98	26	203	-0.88
58	by	26820	13.73	29	203	-0.92
59	and	85122	43.58	56	203	-1.64
