https://example.com/collocation-analysis
There are 3159465 different words in your collocation database for "fact". (Your query returned 7682 matches in 206 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	owing	650	0.35	49	151	5.13
2	matter	595	0.32	42	143	5.04
3	that	30044	16.17	1003	205	3.96
4	due	2317	1.25	75	189	3.91
5	shown	2923	1.57	29	198	2.20
6	this	19890	10.70	175	205	2.03
7	they	5165	2.78	45	203	2.02
8	point	3101	1.67	24	195	1.85
9	all	5301	2.85	38	204	1.74
10	in	84173	45.29	576	205	1.67
11	there	6051	3.26	41	203	1.65
12	some	4345	2.34	29	202	1.63
13	by	25654	13.80	148	205	1.42
14	only	5183	2.79	28	205	1.33
15	is	51199	27.55	235	205	1.09
16	no	6665	3.59	30	204	1.06
17	to	62715	33.74	259	205	0.94
18	from	20304	10.92	82	205	0.91
19	it	22521	12.12	89	205	0.88
20	two	7244	3.90	28	204	0.84
21	are	22796	12.27	88	204	0.84
22	not	11675	6.28	45	205	0.84
23	has	7887	4.24	30	204	0.82
24	have	10587	5.70	40	204	0.81
25	the	304511	163.85	1147	205	0.81
26	been	8139	4.38	30	204	0.78
27	as	25562	13.75	91	205	0.73
28	was	14546	7.83	49	201	0.65
29	is	51199	27.55	164	205	0.57
30	be	24831	13.36	76	205	0.51
31	we	11054	5.95	32	197	0.43
32	these	8745	4.71	25	204	0.41
33	with	20748	11.16	59	204	0.40
34	the	304511	163.85	833	205	0.35
35	are	22796	12.27	58	204	0.24
36	it	22521	12.12	57	205	0.23
37	but	9906	5.33	25	205	0.23
38	not	11675	6.28	29	205	0.21
39	this	19890	10.70	49	205	0.19
40	which	20563	11.06	50	204	0.18
41	in	84173	45.29	203	205	0.16
42	and	75092	40.40	170	205	0.07
43	a	70647	38.01	157	205	0.05
44	we	11054	5.95	24	197	0.01
45	for	20496	11.03	43	205	-0.04
46	with	20748	11.16	43	204	-0.05
47	was	14546	7.83	30	201	-0.06
48	for	20496	11.03	37	205	-0.25
49	be	24831	13.36	43	205	-0.31
50	a	70647	38.01	115	205	-0.40
51	of	164794	88.67	246	205	-0.53
52	to	62715	33.74	91	205	-0.57
53	of	164794	88.67	237	205	-0.58
54	as	25562	13.75	33	205	-0.74
55	at	18153	9.77	23	205	-0.76
56	on	23040	12.40	29	205	-0.77
57	by	25654	13.80	32	205	-0.79
58	from	20304	10.92	25	205	-0.81
59	on	23040	12.40	26	205	-0.93
60	that	30044	16.17	24	205	-1.43
61	and	75092	40.40	49	205	-1.72
