https://example.com/collocation-analysis
There are 4360368 different words in your collocation database for "fact". (Your query returned 10211 matches in 304 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	matter	1092	0.59	80	304	5.09
2	owing	917	0.49	33	304	4.07
3	that	40974	22.00	1351	304	3.94
4	due	3159	1.70	93	304	3.78
5	they	6512	3.50	62	304	2.15
6	this	26266	14.10	209	304	1.89
7	in	107872	57.91	743	304	1.68
8	has	9259	4.97	51	304	1.36
9	all	7932	4.26	43	304	1.34
10	there	7325	3.93	37	304	1.23
11	from	25420	13.65	126	304	1.21
12	by	37824	20.31	187	304	1.20
13	is	63574	34.13	282	304	1.05
14	it	29743	15.97	124	304	0.96
15	the	409212	219.70	1645	304	0.90
16	we	19284	10.35	77	304	0.89
17	as	35096	18.84	131	304	0.80
18	when	10115	5.43	37	304	0.77
19	may	9889	5.31	36	304	0.76
20	to	86747	46.57	312	304	0.74
21	not	16449	8.83	59	304	0.74
22	no	9450	5.07	33	304	0.70
23	have	14989	8.05	52	304	0.69
24	is	63574	34.13	216	304	0.66
25	which	28946	15.54	97	304	0.64
26	been	10278	5.52	34	304	0.62
27	are	26661	14.31	87	304	0.60
28	it	29743	15.97	82	304	0.36
29	be	34736	18.65	92	304	0.30
30	the	409212	219.70	1073	304	0.29
31	we	19284	10.35	49	304	0.24
32	have	14989	8.05	38	304	0.24
33	this	26266	14.10	62	304	0.14
34	a	104150	55.92	240	304	0.10
35	for	27889	14.97	64	304	0.10
36	but	14185	7.62	32	304	0.07
37	was	27689	14.87	61	304	0.04
38	with	30318	16.28	66	304	0.02
39	in	107872	57.91	233	304	0.01
40	be	34736	18.65	69	304	-0.11
41	as	35096	18.84	69	304	-0.13
42	with	30318	16.28	58	304	-0.17
43	by	37824	20.31	70	304	-0.21
44	was	27689	14.87	51	304	-0.22
45	at	26249	14.09	48	304	-0.23
46	and	102994	55.30	186	304	-0.25
47	to	86747	46.57	153	304	-0.28
48	of	232709	124.94	408	304	-0.29
49	a	104150	55.92	176	304	-0.35
50	are	26661	14.31	45	304	-0.35
51	on	32476	17.44	52	304	-0.42
52	of	232709	124.94	368	304	-0.44
53	for	27889	14.97	36	304	-0.73
54	that	40974	22.00	35	304	-1.33
55	and	102994	55.30	58	304	-1.93
