https://example.com/collocation-analysis
There are 2141782 different words in your collocation database for "fact". (Your query returned 3832 matches in 245 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	remarkable	566	0.25	17	143	4.08
2	that	20361	9.03	235	241	2.70
3	this	12440	5.52	127	238	2.52
4	in	55804	24.75	379	245	1.94
5	is	26846	11.91	124	241	1.38
6	is	26846	11.91	117	241	1.30
7	being	4485	1.99	19	229	1.26
8	has	4113	1.82	17	229	1.22
9	when	5814	2.58	22	223	1.09
10	not	7945	3.52	30	236	1.09
11	we	6307	2.80	22	197	0.98
12	been	5133	2.28	17	235	0.90
13	from	15049	6.68	49	240	0.88
14	but	7497	3.33	23	238	0.79
15	it	18639	8.27	57	239	0.79
16	may	6242	2.77	19	230	0.78
17	was	11590	5.14	35	228	0.77
18	i	10330	4.58	31	232	0.76
19	which	20027	8.88	55	241	0.63
20	by	20547	9.11	56	243	0.62
21	by	20547	9.11	54	243	0.57
22	a	41490	18.40	99	242	0.43
23	the	216914	96.21	515	245	0.42
24	it	18639	8.27	44	239	0.41
25	be	18653	8.27	44	240	0.41
26	an	7584	3.36	17	237	0.34
27	an	7584	3.36	17	237	0.34
28	of	130883	58.05	285	245	0.30
29	that	20361	9.03	41	241	0.18
30	i	10330	4.58	20	232	0.13
31	for	10472	4.64	19	242	0.03
32	the	216914	96.21	393	245	0.03
33	with	16377	7.26	29	242	-0.00
34	as	18102	8.03	32	239	-0.01
35	a	41490	18.40	73	242	-0.01
36	to	46659	20.70	80	243	-0.05
37	and	55790	24.75	95	245	-0.06
38	be	18653	8.27	31	240	-0.09
39	to	46659	20.70	77	243	-0.10
40	was	11590	5.14	19	228	-0.11
41	at	16110	7.15	26	240	-0.14
42	this	12440	5.52	20	238	-0.14
43	with	16377	7.26	26	242	-0.16
44	in	55804	24.75	84	245	-0.24
45	are	12064	5.35	18	239	-0.25
46	which	20027	8.88	28	241	-0.34
47	as	18102	8.03	25	239	-0.36
48	are	12064	5.35	16	239	-0.42
49	of	130883	58.05	121	245	-0.94
50	and	55790	24.75	33	245	-1.58
