No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,fiction,64,0.02,11,12,8.86
2,undermined,38,0.01,6,33,8.74
3,fallacy,76,0.03,6,20,7.74
4,spite,222,0.08,9,146,6.77
5,complicated,662,0.25,23,414,6.55
6,reflects,1068,0.40,37,675,6.55
7,despite,3455,1.28,118,1612,6.53
8,exacerbated,153,0.06,5,126,6.46
9,justified,219,0.08,7,145,6.43
10,lsw,159,0.06,5,3,6.41
11,virtue,198,0.07,6,109,6.35
12,translates,172,0.06,5,139,6.29
13,motivated,794,0.29,20,430,6.09
14,due,8789,3.26,184,1928,5.82
15,explained,2024,0.75,41,990,5.77
16,reflecting,656,0.24,13,448,5.74
17,lie,1227,0.45,23,329,5.66
18,exploiting,383,0.14,7,243,5.62
19,remarkable,637,0.24,11,418,5.54
20,attributed,885,0.33,15,559,5.52
21,stem,1850,0.69,29,372,5.40
22,refers,815,0.30,12,499,5.31
23,arises,842,0.31,12,491,5.27
24,emphasize,586,0.22,8,420,5.20
25,exploit,619,0.23,8,320,5.12
26,aware,421,0.16,5,288,5.00
27,owing,3783,1.40,42,1181,4.91
28,accounting,826,0.31,9,453,4.88
29,relies,754,0.28,8,519,4.84
30,sheet,670,0.25,7,100,4.82
31,relates,486,0.18,5,378,4.80
32,account,4983,1.85,51,1487,4.79
33,semigroup,710,0.26,7,20,4.73
34,come,3048,1.13,30,934,4.73
35,matter,3998,1.48,39,830,4.72
36,besides,538,0.20,5,299,4.65
37,reflected,994,0.37,9,604,4.61
38,imply,678,0.25,6,463,4.58
39,reflect,2037,0.75,18,1042,4.58
40,highlight,2287,0.85,16,871,4.24
41,supported,3772,1.40,26,1858,4.22
42,considering,2448,0.91,15,1209,4.05
43,advantage,2690,1.00,16,912,4.01
44,cosmology,869,0.32,5,52,3.96
45,reflection,1060,0.39,6,247,3.93
46,obvious,923,0.34,5,571,3.87
47,smooth,1119,0.41,6,339,3.86
48,express,1175,0.44,6,505,3.78
49,speaker,1023,0.38,5,76,3.72
50,regardless,1025,0.38,5,614,3.72
51,established,2110,0.78,10,1020,3.68
52,quite,1387,0.51,6,793,3.55
53,consistent,4729,1.75,19,1572,3.44
54,arise,1526,0.57,6,783,3.41
55,related,7459,2.76,29,2172,3.39
56,implies,1547,0.57,6,753,3.39
57,basic,2609,0.97,10,1169,3.37
58,sometimes,1572,0.58,6,808,3.37
59,created,1340,0.50,5,728,3.33
60,many,13413,4.97,50,2542,3.33
61,noted,1924,0.71,7,905,3.30
62,attention,3163,1.17,11,1044,3.23
63,agreement,2039,0.76,7,848,3.21
64,follows,3375,1.25,11,804,3.14
65,expect,1610,0.60,5,839,3.07
66,majority,1659,0.61,5,877,3.02
67,already,2858,1.06,8,1315,2.92
68,explain,2881,1.07,8,1265,2.91
69,caused,2248,0.83,6,1060,2.85
70,consequence,4530,1.68,12,669,2.84
71,interesting,1947,0.72,5,1005,2.79
72,true,2737,1.01,7,1018,2.79
73,abstract,1985,0.74,5,293,2.77
74,characterized,2393,0.89,6,1113,2.76
75,much,7212,2.67,18,2153,2.75
76,isolation,2021,0.75,5,405,2.74
77,reward,2032,0.75,5,225,2.73
78,exist,2061,0.76,5,907,2.71
79,empirical,3367,1.25,8,1025,2.68
80,even,11129,4.12,26,2430,2.66
81,coupled,2654,0.98,6,886,2.61
82,suggested,2684,0.99,6,1256,2.59
83,assumption,4039,1.50,9,872,2.59
84,simple,4941,1.83,11,1598,2.59
85,periodic,2246,0.83,5,467,2.59
86,several,7421,2.75,16,2210,2.54
87,based,14856,5.50,32,2632,2.54
88,known,6513,2.41,14,2074,2.54
89,physical,6563,2.43,14,1631,2.53
90,address,2354,0.87,5,1047,2.52
91,combined,2852,1.06,6,1320,2.51
92,scientific,3367,1.25,7,997,2.49
93,causal,2905,1.08,6,467,2.48
94,interpretation,2550,0.94,5,803,2.40
95,necessary,3100,1.15,6,1376,2.39
96,agent,4162,1.54,8,284,2.38
97,view,4856,1.80,9,1246,2.32
98,capture,2734,1.01,5,917,2.30
99,every,2774,1.03,5,1112,2.28
100,fundamental,2819,1.04,5,1148,2.26
101,given,13570,5.03,24,2497,2.26
102,law,2861,1.06,5,521,2.24
103,real,2878,1.07,5,982,2.23
104,recent,7500,2.78,13,2193,2.23
105,limit,5817,2.15,10,1071,2.21
106,may,33050,12.24,56,2738,2.19
107,culture,4138,1.53,7,456,2.19
108,principle,4165,1.54,7,631,2.18
109,mathematical,3597,1.33,6,898,2.17
110,strongly,3046,1.13,5,1331,2.15
111,monkey,3077,1.14,5,177,2.13
112,hand,3742,1.39,6,411,2.11
113,theorem,3136,1.16,5,271,2.11
114,often,8362,3.10,13,2088,2.07
115,turn,3270,1.21,5,983,2.05
116,become,3956,1.47,6,1711,2.03
117,definition,3323,1.23,5,775,2.02
118,allows,3324,1.23,5,1484,2.02
119,map,4671,1.73,7,810,2.02
120,assumption,4039,1.50,6,872,2.00
121,pair,4069,1.51,6,658,1.99
122,despite,3455,1.28,5,1612,1.97
123,make,7024,2.60,10,1727,1.94
124,last,3569,1.32,5,1328,1.92
125,good,3571,1.32,5,1289,1.92
126,problem,10821,4.01,15,1269,1.90
127,owing,3783,1.40,5,1181,1.84
128,using,31289,11.59,41,2819,1.82
129,limited,4656,1.72,6,1740,1.80
130,limited,4656,1.72,6,1740,1.80
131,main,4662,1.73,6,1751,1.80
132,independent,3896,1.44,5,1539,1.79
133,others,4711,1.75,6,1172,1.78
134,consistent,4729,1.75,6,1572,1.78
135,nature,10384,3.85,13,2299,1.76
136,although,8097,3.00,10,2180,1.74
137,shift,4051,1.50,5,903,1.74
138,known,6513,2.41,8,2074,1.73
139,provides,4078,1.51,5,1778,1.73
140,combination,4087,1.51,5,1307,1.72
141,language,8189,3.03,10,704,1.72
142,might,8214,3.04,10,1800,1.72
143,representation,4933,1.83,6,853,1.72
144,simple,4941,1.83,6,1598,1.71
145,culture,4138,1.53,5,456,1.71
146,showed,4969,1.84,6,1465,1.70
147,suggests,4147,1.54,5,1624,1.70
148,people,4985,1.85,6,712,1.70
149,equation,19224,7.12,23,1008,1.69
150,space,10078,3.73,12,1474,1.68
151,general,7571,2.80,9,1949,1.68
152,note,6735,2.49,8,1625,1.68
153,observed,11831,4.38,14,2162,1.68
154,object,4378,1.62,5,415,1.62
155,possible,9668,3.58,11,2340,1.62
156,subject,7072,2.62,8,2959,1.61
157,since,8033,2.98,9,2037,1.60
158,able,4550,1.69,5,1757,1.57
159,relatively,4577,1.70,5,1713,1.56
160,family,4590,1.70,5,753,1.56
161,suggest,4640,1.72,5,1685,1.54
162,effective,4643,1.72,5,1365,1.54
163,particle,6556,2.43,7,453,1.53
164,lead,7699,2.85,8,1747,1.49
165,use,18323,6.79,19,2631,1.49
166,result,27248,10.09,28,2206,1.47
167,linear,5853,2.17,6,1382,1.47
168,participant,5862,2.17,6,190,1.47
169,multiple,8811,3.26,9,2100,1.46
170,likely,9186,3.40,9,1978,1.40
171,human,28667,10.62,28,1731,1.40
172,least,5192,1.92,5,1880,1.38
173,rather,6252,2.32,6,1978,1.37
174,stress,8402,3.11,8,945,1.36
175,matrix,5291,1.96,5,714,1.35
176,cultural,6362,2.36,6,516,1.35
177,section,5311,1.97,5,929,1.35
178,important,11686,4.33,11,2561,1.35
179,important,11686,4.33,11,2561,1.35
180,may,33050,12.24,31,2738,1.34
181,solution,11750,4.35,11,1111,1.34
182,along,6431,2.38,6,1784,1.33
183,considered,6519,2.41,6,1961,1.31
184,quantum,5451,2.02,5,272,1.31
185,including,10936,4.05,10,2443,1.30
186,individual,24410,9.04,22,2012,1.28
187,constant,5566,2.06,5,1201,1.28
188,key,6701,2.48,6,1986,1.27
189,protein,10101,3.74,9,596,1.27
190,light,7890,2.92,7,1410,1.26
191,ing,5665,2.10,5,1604,1.25
192,well,13605,5.04,12,2646,1.25
193,small,10276,3.81,9,2303,1.24
194,reduced,5809,2.15,5,1655,1.22
195,element,7098,2.63,6,653,1.19
196,shown,13124,4.86,11,2394,1.18
197,different,28921,10.71,24,2832,1.16
198,possible,9668,3.58,8,2340,1.16
199,chromosome,6105,2.26,5,187,1.14
200,ii,7369,2.73,6,550,1.14
201,early,8834,3.27,7,1735,1.10
202,domain,6316,2.34,5,767,1.10
203,another,6332,2.35,5,2042,1.09
