No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,familiar,51,0.06,6,24,6.60
2,significant,61,0.07,7,22,6.57
3,curious,85,0.10,8,41,6.28
4,spite,98,0.12,9,55,6.25
5,relating,88,0.11,8,36,6.23
6,establish,67,0.08,5,36,5.95
7,explain,134,0.16,9,71,5.80
8,anatomical,111,0.13,7,24,5.70
9,attention,352,0.43,20,98,5.55
10,justified,94,0.11,5,47,5.46
11,matter,1086,1.31,47,118,5.16
12,explanation,335,0.41,13,99,5.00
13,proved,316,0.38,12,109,4.97
14,express,219,0.26,8,69,4.92
15,striking,247,0.30,7,79,4.55
16,established,217,0.26,6,64,4.51
17,interesting,339,0.41,9,100,4.46
18,due,1827,2.21,48,154,4.44
19,remarkable,308,0.37,8,87,4.42
20,consequence,288,0.35,7,74,4.33
21,important,611,0.74,14,136,4.24
22,owing,580,0.70,13,119,4.21
23,previously,485,0.59,10,117,4.09
24,lie,880,1.06,17,108,4.00
25,brought,419,0.51,8,113,3.98
26,already,1229,1.49,21,150,3.82
27,led,308,0.37,5,109,3.75
28,drawn,590,0.71,9,125,3.66
29,evident,472,0.57,7,93,3.62
30,note,370,0.45,5,87,3.48
31,noted,396,0.48,5,74,3.38
32,view,1236,1.49,14,124,3.23
33,consideration,443,0.54,5,90,3.22
34,represent,483,0.58,5,110,3.10
35,stated,487,0.59,5,106,3.09
36,seem,488,0.59,5,103,3.08
37,remains,684,0.83,7,117,3.08
38,always,997,1.21,10,145,3.05
39,doubt,605,0.73,6,108,3.04
40,often,715,0.86,7,107,3.02
41,evidence,1028,1.24,10,121,3.01
42,indicated,523,0.63,5,117,2.98
43,certain,1479,1.79,13,156,2.86
44,new,858,1.04,7,126,2.75
45,observed,1756,2.12,14,146,2.72
46,account,882,1.07,7,142,2.71
47,known,947,1.15,7,150,2.61
48,distribution,682,0.82,5,79,2.60
49,shown,2214,2.68,16,170,2.58
50,many,1274,1.54,8,151,2.38
51,follows,858,1.04,5,142,2.27
52,bundle,1108,1.34,6,25,2.16
53,observed,1756,2.12,9,146,2.08
54,although,995,1.20,5,132,2.05
55,appear,1204,1.46,6,145,2.04
56,regard,1008,1.22,5,120,2.04
57,find,1436,1.74,7,140,2.01
58,following,1664,2.01,8,165,1.99
59,electric,1046,1.27,5,54,1.98
60,certain,1479,1.79,7,156,1.97
61,though,1283,1.55,6,132,1.95
62,specie,1082,1.31,5,2,1.93
63,light,1767,2.14,8,121,1.90
64,upon,2283,2.76,10,126,1.86
65,described,1708,2.07,7,148,1.76
66,far,1514,1.83,6,165,1.71
67,may,6962,8.42,26,178,1.63
68,would,3600,4.35,13,170,1.58
69,general,1692,2.05,6,156,1.55
70,whole,1718,2.08,6,158,1.53
71,theory,1466,1.77,5,83,1.50
72,theory,1466,1.77,5,83,1.50
73,present,2394,2.90,8,156,1.47
74,latter,1508,1.82,5,144,1.45
75,great,1533,1.85,5,159,1.43
76,taken,2149,2.60,7,172,1.43
77,shown,2214,2.68,7,170,1.39
78,much,2230,2.70,7,170,1.38
79,must,2302,2.78,7,163,1.33
80,septum,1654,2.00,5,20,1.32
81,general,1692,2.05,5,156,1.29
82,normal,1704,2.06,5,111,1.28
83,case,5723,6.92,16,167,1.21
84,however,2565,3.10,7,88,1.17
85,also,4146,5.01,11,177,1.13
86,gas,1897,2.29,5,71,1.12
87,large,2402,2.91,6,158,1.05
88,observation,2558,3.09,6,103,0.96
89,condition,2133,2.58,5,124,0.95
90,however,2565,3.10,6,88,0.95
91,show,2944,3.56,6,166,0.75
92,point,3944,4.77,8,166,0.75
93,found,3592,4.34,7,174,0.69
94,give,2568,3.11,5,162,0.69
95,first,4125,4.99,8,173,0.68
96,made,3265,3.95,6,175,0.60
97,result,4007,4.85,7,154,0.53
98,also,4146,5.01,7,177,0.48
99,may,6962,8.42,11,178,0.39
100,point,3944,4.77,6,166,0.33
101,temperature,3989,4.82,6,81,0.31
102,fig,7785,9.42,11,37,0.22
103,time,3808,4.61,5,163,0.12
104,time,3808,4.61,5,163,0.12
105,case,5723,6.92,7,167,0.02
106,line,4561,5.52,5,144,-0.14
