No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,spite,85,0.10,12,44,6.87
2,supported,120,0.15,12,54,6.37
3,owing,370,0.45,27,89,5.92
4,matter,320,0.39,22,89,5.83
5,curious,78,0.09,5,36,5.73
6,attention,222,0.27,12,76,5.48
7,explain,111,0.13,6,53,5.48
8,remarkable,215,0.26,10,75,5.27
9,brought,302,0.37,11,85,4.91
10,beyond,246,0.30,8,78,4.75
11,bearing,157,0.19,5,52,4.72
12,actual,550,0.66,16,104,4.59
13,important,549,0.66,15,112,4.50
14,explained,184,0.22,5,68,4.49
15,due,1438,1.74,37,117,4.41
16,experimental,550,0.66,12,71,4.17
17,indicated,422,0.51,9,91,4.14
18,account,637,0.77,12,110,3.96
19,consideration,350,0.42,6,66,3.83
20,lie,629,0.76,10,82,3.72
21,view,1032,1.25,15,100,3.59
22,known,743,0.90,10,106,3.48
23,new,841,1.02,7,102,2.78
24,shown,1811,2.19,15,122,2.78
25,following,1106,1.34,8,123,2.58
26,individual,778,0.94,5,73,2.41
27,observed,1414,1.71,8,103,2.23
28,point,3048,3.68,17,124,2.21
29,possible,1343,1.62,7,121,2.11
30,however,1824,2.21,9,41,2.03
31,upon,1461,1.77,7,101,1.99
32,observed,1414,1.71,6,103,1.81
33,method,1697,2.05,7,117,1.77
34,line,3501,4.23,13,104,1.62
35,much,1556,1.88,5,121,1.41
36,would,2644,3.20,8,127,1.32
37,series,3335,4.03,10,111,1.31
38,obtained,1806,2.18,5,123,1.20
39,observation,1866,2.26,5,66,1.15
40,order,1915,2.32,5,119,1.11
41,may,4491,5.43,11,127,1.02
42,also,2952,3.57,7,128,0.97
43,show,2143,2.59,5,121,0.95
44,small,2583,3.12,6,126,0.94
45,found,2744,3.32,6,127,0.85
46,found,2744,3.32,6,127,0.85
47,given,2423,2.93,5,125,0.77
48,point,3048,3.68,6,124,0.70
49,case,4074,4.93,8,126,0.70
50,number,2569,3.11,5,120,0.69
51,value,5578,6.74,9,106,0.42
52,form,3224,3.90,5,123,0.36
53,line,3501,4.23,5,104,0.24
54,fig,5857,7.08,5,13,-0.50
