No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,247,0.06,11,66,5.41
2,new,718,0.19,15,132,4.32
3,many,814,0.21,12,158,3.82
4,these,2975,0.78,36,187,3.53
5,been,3745,0.98,27,205,2.79
6,some,2223,0.58,16,193,2.78
7,have,5575,1.46,38,205,2.71
8,other,2740,0.72,12,198,2.07
9,are,5336,1.39,22,203,1.98
10,which,12049,3.15,47,208,1.90
11,that,12931,3.38,44,208,1.70
12,from,7750,2.02,24,210,1.57
13,i,8137,2.12,24,209,1.50
14,to,25250,6.59,50,218,0.92
15,by,11498,3.00,22,220,0.87
16,with,8765,2.29,16,209,0.81
17,the,96393,25.17,157,227,0.64
18,to,25250,6.59,37,218,0.49
19,in,24719,6.45,36,221,0.48
20,this,7794,2.04,11,209,0.43
21,as,8548,2.23,12,211,0.43
22,it,12871,3.36,18,214,0.42
23,with,8765,2.29,12,209,0.39
24,of,66029,17.24,88,228,0.35
25,and,27862,7.28,37,224,0.35
26,as,8548,2.23,11,211,0.30
27,be,11235,2.93,12,212,0.03
28,be,11235,2.93,11,212,-0.09
29,by,11498,3.00,11,220,-0.13
30,and,27862,7.28,24,224,-0.28
31,a,22745,5.94,19,227,-0.32
32,the,96393,25.17,79,227,-0.35
33,of,66029,17.24,42,228,-0.72
