No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,5289,1.28,64,196,3.65
2,some,2450,0.59,22,192,3.22
3,i,9232,2.23,45,208,2.34
4,have,6985,1.69,28,204,2.05
5,which,15850,3.82,53,214,1.79
6,are,8552,2.06,24,215,1.54
7,from,11155,2.69,31,209,1.53
8,that,16182,3.90,39,207,1.32
9,with,12868,3.10,26,220,1.07
10,be,13436,3.24,27,218,1.06
11,it,14748,3.56,29,213,1.03
12,with,12868,3.10,25,220,1.01
13,are,8552,2.06,16,215,0.96
14,to,36058,8.70,67,222,0.95
15,in,42725,10.31,74,223,0.84
16,this,10118,2.44,16,208,0.71
17,the,161095,38.86,239,223,0.62
18,to,36058,8.70,43,222,0.31
19,by,18108,4.37,21,222,0.27
20,and,40756,9.83,47,223,0.26
21,of,94151,22.71,108,223,0.25
22,by,18108,4.37,18,222,0.04
23,the,161095,38.86,118,223,-0.40
24,a,30810,7.43,21,222,-0.50
25,in,42725,10.31,27,223,-0.61
26,and,40756,9.83,24,223,-0.71
27,a,30810,7.43,17,222,-0.81
28,of,94151,22.71,47,223,-0.95
