No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,184,0.05,10,59,5.77
2,new,829,0.21,17,149,4.37
3,these,2718,0.68,39,234,3.85
4,some,1892,0.47,13,239,2.79
5,been,3139,0.78,21,247,2.75
6,have,5073,1.26,32,252,2.66
7,all,1892,0.47,10,218,2.41
8,other,2412,0.60,10,242,2.06
9,which,10800,2.69,42,255,1.97
10,are,4930,1.23,17,246,1.79
11,that,11735,2.92,37,253,1.66
12,from,7137,1.78,22,259,1.63
13,i,7629,1.90,22,259,1.54
14,not,4593,1.14,10,245,1.13
15,with,7650,1.90,15,255,0.98
16,to,23909,5.95,44,267,0.89
17,by,11156,2.78,19,267,0.78
18,it,11653,2.90,19,256,0.71
19,the,95237,23.69,144,272,0.60
20,of,61609,15.33,84,270,0.45
21,in,24285,6.04,32,269,0.41
22,as,7865,1.96,10,257,0.35
23,be,10594,2.64,12,258,0.19
24,to,23909,5.95,25,267,0.07
25,and,26573,6.61,26,270,-0.02
26,and,26573,6.61,22,270,-0.27
27,is,13296,3.31,11,261,-0.27
28,a,22213,5.53,18,272,-0.30
29,the,95237,23.69,74,272,-0.36
30,of,61609,15.33,42,270,-0.55
31,a,22213,5.53,11,272,-1.01
