No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,617,0.11,11,188,4.59
2,new,795,0.15,10,142,4.09
3,these,2626,0.49,32,242,4.04
4,some,1705,0.32,11,242,3.13
5,have,5172,0.96,24,257,2.65
6,been,2919,0.54,13,253,2.59
7,which,10394,1.92,42,261,2.45
8,that,11347,2.10,29,257,1.79
9,from,7152,1.32,16,264,1.60
10,are,4899,0.91,10,248,1.47
11,i,7486,1.38,15,265,1.44
12,to,24110,4.46,33,269,0.89
13,it,10938,2.02,13,258,0.69
14,the,97493,18.02,104,278,0.53
15,of,61339,11.34,65,275,0.52
16,that,11347,2.10,10,257,0.25
17,in,23927,4.42,20,274,0.18
18,a,22218,4.11,17,279,0.05
19,and,25627,4.74,18,277,-0.07
20,to,24110,4.46,16,269,-0.16
21,and,25627,4.74,17,277,-0.16
22,of,61339,11.34,30,275,-0.60
23,the,97493,18.02,47,278,-0.62
