No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,517,0.14,22,126,5.35
2,these,6475,1.69,82,240,3.60
3,have,8800,2.30,46,247,2.32
4,all,4017,1.05,20,232,2.25
5,i,11942,3.12,52,257,2.06
6,from,13665,3.57,57,256,2.00
7,been,5282,1.38,21,249,1.93
8,which,20250,5.30,77,256,1.86
9,are,11060,2.89,39,264,1.75
10,that,21199,5.54,57,251,1.36
11,with,15452,4.04,36,267,1.16
12,to,45102,11.80,90,270,0.93
13,with,15452,4.04,29,267,0.84
14,in,52123,13.63,95,270,0.80
15,be,17621,4.61,31,263,0.75
16,this,12854,3.36,22,249,0.71
17,by,19096,4.99,32,271,0.68
18,the,203070,53.11,327,271,0.62
19,it,19595,5.12,31,253,0.60
20,by,19096,4.99,30,271,0.59
21,on,13620,3.56,20,270,0.49
22,as,17157,4.49,24,260,0.42
23,of,116031,30.35,161,271,0.41
24,and,52116,13.63,56,271,0.04
25,to,45102,11.80,47,270,-0.01
26,that,21199,5.54,22,251,-0.01
27,the,203070,53.11,163,271,-0.38
28,a,39801,10.41,25,269,-0.74
29,and,52116,13.63,32,271,-0.77
30,a,39801,10.41,20,269,-1.06
31,of,116031,30.35,58,271,-1.07
32,in,52123,13.63,25,270,-1.13
