No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6558,1.40,73,244,3.71
2,have,8391,1.79,28,244,1.97
3,been,5133,1.10,17,244,1.96
4,are,12064,2.57,38,244,1.88
5,which,20027,4.27,63,244,1.88
6,i,10330,2.20,29,244,1.72
7,from,15049,3.21,34,244,1.40
8,that,20361,4.34,43,244,1.31
9,as,18102,3.86,28,244,0.86
10,to,46659,9.96,65,244,0.71
11,the,216914,46.28,300,244,0.70
12,with,16377,3.49,21,244,0.59
13,by,20547,4.38,26,244,0.57
14,by,20547,4.38,24,244,0.45
15,with,16377,3.49,19,244,0.44
16,to,46659,9.96,53,244,0.41
17,in,55804,11.91,62,244,0.38
18,of,130883,27.93,134,244,0.26
19,and,55790,11.90,56,244,0.23
20,it,18639,3.98,17,244,0.10
21,be,18653,3.98,17,244,0.09
22,that,20361,4.34,17,244,-0.03
23,a,41490,8.85,31,244,-0.19
24,the,216914,46.28,140,244,-0.40
25,and,55790,11.90,36,244,-0.40
26,in,55804,11.91,36,244,-0.40
27,a,41490,8.85,26,244,-0.45
28,of,130883,27.93,79,244,-0.50
