No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,following,1933,0.25,22,222,4.47
2,these,8700,1.12,75,222,4.07
3,have,10816,1.39,30,222,2.44
4,which,23366,2.99,45,222,1.91
5,are,20003,2.56,35,222,1.77
6,that,28477,3.65,46,222,1.66
7,with,23652,3.03,26,222,1.10
8,to,61475,7.88,64,222,1.02
9,be,23136,2.97,22,222,0.89
10,the,313765,40.21,287,222,0.84
11,in,77729,9.96,68,222,0.77
12,to,61475,7.88,40,222,0.34
13,of,170122,21.80,104,222,0.25
14,of,170122,21.80,69,222,-0.34
15,the,313765,40.21,122,222,-0.40
16,and,79992,10.25,28,222,-0.55
17,a,64867,8.31,22,222,-0.60
18,and,79992,10.25,25,222,-0.71
