No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,3039,0.36,27,191,4.22
2,some,2356,0.28,11,207,3.29
3,have,4789,0.57,15,213,2.71
4,are,5284,0.63,12,211,2.25
5,which,11762,1.41,22,226,1.97
6,i,9239,1.10,12,224,1.44
7,this,8697,1.04,11,221,1.40
8,that,13172,1.57,16,225,1.35
9,to,28151,3.37,26,237,0.95
10,in,25981,3.11,19,239,0.61
11,of,62941,7.52,46,243,0.61
12,to,28151,3.37,19,237,0.50
13,the,107864,12.89,72,243,0.48
14,it,13664,1.63,9,226,0.46
15,and,30091,3.60,16,241,0.15
16,a,24595,2.94,10,238,-0.23
17,and,30091,3.60,11,241,-0.39
18,the,107864,12.89,39,243,-0.40
19,of,62941,7.52,22,243,-0.45
