No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,7999,1.04,65,316,3.97
2,have,11131,1.45,42,316,2.86
3,which,25196,3.27,44,316,1.75
4,that,27104,3.52,42,316,1.58
5,from,18844,2.45,29,316,1.57
6,are,17275,2.24,24,316,1.42
7,to,60669,7.88,64,316,1.02
8,the,281938,36.61,242,316,0.72
9,be,25436,3.30,21,316,0.67
10,to,60669,7.88,42,316,0.41
11,in,73397,9.53,46,316,0.27
12,of,178551,23.18,102,316,0.14
13,the,281938,36.61,125,316,-0.23
14,and,73563,9.55,32,316,-0.26
15,and,73563,9.55,32,316,-0.26
16,of,178551,23.18,67,316,-0.47
