No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,10,322,9.10
2,stated,298,0.05,10,322,5.53
3,new,498,0.09,11,322,4.93
4,many,675,0.12,10,322,4.35
5,following,1051,0.19,13,322,4.09
6,these,3437,0.62,40,322,4.00
7,some,2013,0.37,16,322,3.45
8,have,5510,1.00,29,322,2.86
9,from,9433,1.71,34,322,2.31
10,i,8770,1.59,29,322,2.19
11,which,11396,2.07,34,322,2.04
12,been,3700,0.67,11,322,2.03
13,may,3377,0.61,10,322,2.03
14,are,5806,1.06,16,322,1.92
15,or,5935,1.08,13,322,1.59
16,that,13268,2.41,27,322,1.49
17,be,11489,2.09,18,322,1.11
18,to,30203,5.49,36,322,0.71
19,as,9493,1.73,11,322,0.67
20,the,126786,23.04,143,322,0.63
21,with,9756,1.77,11,322,0.63
22,by,13093,2.38,13,322,0.45
23,of,76412,13.89,73,322,0.39
24,in,30632,5.57,28,322,0.33
25,by,13093,2.38,11,322,0.21
26,to,30203,5.49,23,322,0.07
27,and,34933,6.35,25,322,-0.02
28,a,25446,4.62,14,322,-0.40
29,the,126786,23.04,68,322,-0.44
30,of,76412,13.89,37,322,-0.59
31,and,34933,6.35,16,322,-0.67
