No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,184,0.05,10,273,5.77
2,ascertained,257,0.06,9,273,5.13
3,new,829,0.21,17,273,4.36
4,these,2718,0.68,39,273,3.84
5,general,700,0.17,8,273,3.52
6,some,1892,0.47,13,273,2.78
7,been,3139,0.78,21,273,2.74
8,have,5073,1.27,32,273,2.66
9,all,1892,0.47,10,273,2.40
10,other,2412,0.60,10,273,2.05
11,which,10800,2.70,42,273,1.96
12,are,4930,1.23,17,273,1.79
13,that,11735,2.93,37,273,1.66
14,from,7137,1.78,22,273,1.63
15,i,7629,1.91,22,273,1.53
16,not,4593,1.15,10,273,1.12
17,with,7650,1.91,15,273,0.97
18,to,23909,5.97,44,273,0.88
19,are,4930,1.23,9,273,0.87
20,or,4391,1.10,8,273,0.87
21,by,11156,2.79,19,273,0.77
22,it,11653,2.91,19,273,0.71
23,the,95237,23.78,145,273,0.61
24,of,61609,15.39,85,273,0.47
25,in,24285,6.06,32,273,0.40
26,as,7865,1.96,10,273,0.35
27,be,10594,2.65,12,273,0.18
28,this,7295,1.82,8,273,0.13
29,to,23909,5.97,25,273,0.07
30,and,26573,6.64,26,273,-0.03
31,and,26573,6.64,22,273,-0.27
32,is,13295,3.32,11,273,-0.27
33,a,22213,5.55,18,273,-0.30
34,by,11156,2.79,9,273,-0.31
35,the,95237,23.78,75,273,-0.34
36,of,61609,15.39,43,273,-0.52
37,that,11735,2.93,8,273,-0.55
38,a,22213,5.55,11,273,-1.01
39,in,24285,6.06,9,273,-1.43
