No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,prove,171,0.05,9,244,5.52
2,stated,213,0.06,10,244,5.35
3,respecting,164,0.05,7,244,5.22
4,chemical,377,0.11,8,244,4.21
5,appear,501,0.14,10,244,4.12
6,new,664,0.19,13,244,4.09
7,preceding,366,0.11,7,244,4.06
8,many,683,0.20,13,244,4.05
9,general,580,0.17,11,244,4.04
10,these,2718,0.78,41,244,3.71
11,number,617,0.18,7,244,3.30
12,been,3400,0.98,27,244,2.79
13,have,5054,1.45,35,244,2.59
14,some,2007,0.58,12,244,2.38
15,other,2380,0.68,13,244,2.25
16,are,4525,1.30,22,244,2.08
17,all,1723,0.50,8,244,2.01
18,which,10778,3.10,48,244,1.95
19,they,2137,0.61,8,244,1.70
20,that,11601,3.33,43,244,1.69
21,from,7084,2.04,24,244,1.56
22,i,7401,2.13,22,244,1.37
23,to,22861,6.57,56,244,1.09
24,may,2938,0.84,7,244,1.05
25,are,4525,1.30,10,244,0.94
26,not,4681,1.34,10,244,0.89
27,with,7660,2.20,16,244,0.86
28,by,10813,3.11,22,244,0.82
29,or,4298,1.23,8,244,0.70
30,the,88639,25.47,161,244,0.66
31,as,7591,2.18,13,244,0.58
32,this,7097,2.04,12,244,0.56
33,in,22970,6.60,37,244,0.49
34,to,22861,6.57,35,244,0.41
35,it,11437,3.29,17,244,0.37
36,of,60066,17.26,84,244,0.28
37,with,7660,2.20,10,244,0.18
38,be,9956,2.86,12,244,0.07
39,by,10813,3.11,13,244,0.07
40,and,25589,7.35,30,244,0.03
41,and,25589,7.35,25,244,-0.23
42,as,7591,2.18,7,244,-0.32
43,be,9956,2.86,9,244,-0.35
44,a,20609,5.92,18,244,-0.40
45,the,88639,25.47,71,244,-0.52
46,is,11872,3.41,9,244,-0.60
47,of,60066,17.26,41,244,-0.75
48,a,20609,5.92,8,244,-1.57
49,in,22970,6.60,8,244,-1.72
