No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,nasal,481,0.08,38,249,6.82
2,these,7966,1.40,65,249,3.54
3,two,7136,1.25,20,249,2.00
4,have,10372,1.82,28,249,1.94
5,i,10079,1.77,22,249,1.64
6,which,22418,3.93,46,249,1.55
7,are,16286,2.86,32,249,1.49
8,with,20633,3.62,31,249,1.10
9,are,16286,2.86,24,249,1.07
10,with,20633,3.62,30,249,1.05
11,from,18374,3.22,25,249,0.96
12,as,22685,3.98,28,249,0.82
13,that,23712,4.16,29,249,0.80
14,by,23804,4.17,28,249,0.75
15,the,281329,49.33,318,249,0.69
16,to,54967,9.64,62,249,0.69
17,be,18656,3.27,21,249,0.68
18,to,54967,9.64,61,249,0.66
19,in,71494,12.54,69,249,0.46
20,it,21627,3.79,20,249,0.40
21,by,23804,4.17,20,249,0.26
22,and,70912,12.43,57,249,0.20
23,of,162110,28.43,113,249,-0.01
24,the,281329,49.33,168,249,-0.23
25,is,41369,7.25,22,249,-0.40
26,and,70912,12.43,36,249,-0.47
27,of,162110,28.43,76,249,-0.58
28,in,71494,12.54,29,249,-0.79
29,a,56307,9.87,21,249,-0.91
