No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10080,1.29,79,272,3.93
2,all,5728,0.73,27,272,3.20
3,have,12190,1.56,38,272,2.60
4,which,24042,3.08,64,272,2.38
5,that,30133,3.87,53,272,1.78
6,to,65938,8.46,78,272,1.20
7,be,23580,3.03,27,272,1.16
8,with,25330,3.25,26,272,1.00
9,it,23965,3.07,24,272,0.96
10,by,26406,3.39,24,272,0.82
11,by,26406,3.39,24,272,0.82
12,as,28106,3.61,24,272,0.73
13,the,332568,42.66,280,272,0.71
14,to,65938,8.46,48,272,0.50
15,in,82035,10.52,55,272,0.39
16,of,179724,23.06,120,272,0.38
17,the,332568,42.66,128,272,-0.41
18,of,179724,23.06,68,272,-0.44
19,and,86097,11.05,31,272,-0.51
20,and,86097,11.05,26,272,-0.76
