No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,445,0.11,22,285,5.61
2,many,1151,0.29,18,285,3.95
3,these,5448,1.38,73,285,3.73
4,appears,1162,0.29,13,285,3.47
5,such,2060,0.52,15,285,2.85
6,some,2477,0.63,17,285,2.76
7,have,7683,1.94,46,285,2.57
8,all,3695,0.93,19,285,2.35
9,been,4607,1.16,21,285,2.17
10,from,12499,3.16,54,285,2.10
11,which,18096,4.57,74,285,2.02
12,i,11204,2.83,45,285,1.99
13,are,10021,2.53,40,285,1.98
14,other,4774,1.21,16,285,1.73
15,we,5594,1.41,17,285,1.59
16,may,5276,1.33,15,285,1.49
17,that,18706,4.73,51,285,1.43
18,with,13682,3.46,32,285,1.21
19,by,17911,4.53,34,285,0.91
20,with,13682,3.46,23,285,0.73
21,to,41494,10.49,68,285,0.70
22,in,45457,11.49,73,285,0.67
23,the,184260,46.58,285,285,0.61
24,of,105372,26.64,154,285,0.53
25,it,17480,4.42,25,285,0.50
26,on,12682,3.21,18,285,0.49
27,this,11088,2.80,15,285,0.42
28,or,9745,2.46,13,285,0.40
29,are,10021,2.53,13,285,0.36
30,be,16216,4.10,21,285,0.36
31,as,14939,3.78,19,285,0.33
32,this,11088,2.80,14,285,0.32
33,by,17911,4.53,22,285,0.28
34,as,14939,3.78,18,285,0.25
35,and,47786,12.08,50,285,0.05
36,to,41494,10.49,43,285,0.04
37,that,18706,4.73,19,285,0.01
38,the,184260,46.58,141,285,-0.40
39,is,22452,5.68,17,285,-0.42
40,a,36828,9.31,24,285,-0.63
41,of,105372,26.64,55,285,-0.95
42,in,45457,11.49,20,285,-1.20
43,and,47786,12.08,21,285,-1.20
44,a,36828,9.31,16,285,-1.22
