No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,11217,1.55,97,268,3.97
2,have,15076,2.08,38,268,2.19
3,are,27154,3.74,56,268,1.90
4,which,32001,4.41,62,268,1.81
5,with,30737,4.23,43,268,1.34
6,that,40778,5.62,57,268,1.34
7,to,84940,11.70,105,268,1.17
8,it,31928,4.40,35,268,0.99
9,the,421976,58.13,398,268,0.78
10,be,33727,4.65,31,268,0.74
11,as,36482,5.03,32,268,0.67
12,to,84940,11.70,62,268,0.41
13,in,103998,14.33,74,268,0.37
14,of,235353,32.42,161,268,0.31
15,and,102108,14.07,52,268,-0.11
16,of,235353,32.42,103,268,-0.33
17,the,421976,58.13,181,268,-0.36
18,and,102108,14.07,36,268,-0.64
19,in,103998,14.33,32,268,-0.84
