No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,5679,1.36,68,233,3.64
2,some,2338,0.56,18,233,3.00
3,i,9259,2.22,38,233,2.09
4,which,16703,4.01,63,233,1.97
5,have,7178,1.72,27,233,1.97
6,are,9698,2.33,34,233,1.87
7,been,4495,1.08,13,233,1.59
8,that,16384,3.93,39,233,1.31
9,from,13289,3.19,28,233,1.13
10,or,9265,2.23,16,233,0.85
11,as,15156,3.64,26,233,0.84
12,to,38511,9.25,60,233,0.70
13,the,180187,43.27,278,233,0.68
14,it,15373,3.69,23,233,0.64
15,with,13769,3.31,20,233,0.60
16,this,10412,2.50,14,233,0.49
17,by,19369,4.65,26,233,0.48
18,in,47204,11.34,63,233,0.47
19,of,107498,25.82,140,233,0.44
20,with,13769,3.31,17,233,0.36
21,to,38511,9.25,47,233,0.35
22,be,14124,3.39,17,233,0.33
23,and,46028,11.05,53,233,0.26
24,on,13539,3.25,15,233,0.21
25,by,19369,4.65,19,233,0.03
26,a,32561,7.82,31,233,-0.01
27,a,32561,7.82,24,233,-0.38
28,the,180187,43.27,129,233,-0.42
29,in,47204,11.34,33,233,-0.46
30,and,46028,11.05,31,233,-0.51
31,of,107498,25.82,68,233,-0.60
