No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,recorded,96,0.02,14,222,7.24
2,connected,478,0.12,13,222,4.82
3,these,5289,1.28,64,222,3.65
4,some,2450,0.59,22,222,3.22
5,now,1810,0.44,12,222,2.78
6,i,9232,2.23,45,222,2.34
7,have,6985,1.69,28,222,2.05
8,which,15850,3.82,53,222,1.79
9,are,8552,2.06,24,222,1.54
10,from,11155,2.69,31,222,1.53
11,that,16182,3.90,39,222,1.32
12,but,5899,1.42,14,222,1.30
13,with,12868,3.10,26,222,1.07
14,be,13436,3.24,27,222,1.06
15,it,14748,3.56,29,222,1.03
16,with,12868,3.10,25,222,1.01
17,are,8552,2.06,16,222,0.96
18,to,36058,8.70,67,222,0.95
19,in,42725,10.31,74,222,0.84
20,this,10118,2.44,16,222,0.71
21,or,8452,2.04,13,222,0.67
22,the,161095,38.86,239,222,0.62
23,to,36058,8.70,43,222,0.31
24,by,18108,4.37,21,222,0.27
25,and,40756,9.83,47,222,0.26
26,of,94151,22.71,108,222,0.25
27,by,18108,4.37,18,222,0.04
28,as,13918,3.36,13,222,-0.05
29,that,16182,3.90,14,222,-0.16
30,the,161095,38.86,118,222,-0.40
31,a,30810,7.43,21,222,-0.50
32,in,42725,10.31,27,222,-0.61
33,and,40756,9.83,24,222,-0.71
34,a,30810,7.43,17,222,-0.81
35,of,94151,22.71,47,222,-0.95
