No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,376,0.08,14,121,5.52
2,many,824,0.17,15,189,4.49
3,these,4285,0.87,51,268,3.87
4,some,2171,0.44,16,257,3.18
5,have,6253,1.27,40,283,2.98
6,been,4010,0.81,21,282,2.69
7,from,10880,2.21,41,297,2.21
8,are,7496,1.52,27,294,2.15
9,i,10129,2.06,36,289,2.13
10,which,13905,2.82,48,287,2.09
11,that,15126,3.07,40,288,1.70
12,by,15482,3.14,23,308,0.87
13,this,9574,1.94,14,286,0.85
14,with,11741,2.38,17,304,0.83
15,to,35556,7.22,48,309,0.73
16,of,89241,18.12,117,311,0.69
17,in,36831,7.48,46,311,0.62
18,the,152723,31.00,189,311,0.61
19,with,11741,2.38,14,304,0.55
20,as,11660,2.37,13,294,0.46
21,by,15482,3.14,17,308,0.44
22,and,41047,8.33,38,310,0.19
23,be,14071,2.86,13,292,0.19
24,to,35556,7.22,24,309,-0.27
25,the,152723,31.00,98,311,-0.34
26,a,32071,6.51,18,309,-0.53
27,of,89241,18.12,44,311,-0.72
28,and,41047,8.33,19,310,-0.81
