No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,6745,1.11,65,248,3.87
2,been,5349,0.88,16,248,2.18
3,have,8596,1.42,25,248,2.14
4,which,20880,3.44,51,248,1.89
5,i,10675,1.76,24,248,1.77
6,from,15408,2.54,31,248,1.61
7,are,12470,2.05,24,248,1.55
8,that,21142,3.48,36,248,1.37
9,as,18777,3.09,26,248,1.07
10,by,21126,3.48,28,248,1.01
11,to,48462,7.98,63,248,0.98
12,with,17155,2.82,20,248,0.82
13,the,223002,36.71,231,248,0.65
14,by,21126,3.48,20,248,0.52
15,to,48462,7.98,44,248,0.46
16,in,58322,9.60,52,248,0.44
17,of,136885,22.53,105,248,0.22
18,and,57353,9.44,34,248,-0.15
19,a,43960,7.24,25,248,-0.21
20,the,223002,36.71,118,248,-0.32
21,and,57353,9.44,27,248,-0.48
22,of,136885,22.53,62,248,-0.54
23,in,58322,9.60,25,248,-0.62
24,a,43960,7.24,16,248,-0.86
