No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,7685,1.04,67,284,4.01
2,have,10534,1.42,39,284,2.78
3,which,24237,3.27,45,284,1.78
4,from,17666,2.38,32,284,1.75
5,that,25896,3.49,41,284,1.55
6,are,15692,2.12,20,284,1.24
7,to,58231,7.85,67,284,1.09
8,the,268552,36.21,230,284,0.67
9,be,23928,3.23,20,284,0.63
10,by,25928,3.50,20,284,0.52
11,in,69636,9.39,47,284,0.32
12,to,58231,7.85,39,284,0.31
13,of,168389,22.70,97,284,0.10
14,the,268552,36.21,115,284,-0.33
15,and,70146,9.46,30,284,-0.33
16,and,70146,9.46,29,284,-0.38
17,of,168389,22.70,57,284,-0.67
