No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,11260,1.37,94,304,4.10
2,are,26661,3.23,57,304,2.14
3,that,40974,4.97,63,304,1.66
4,which,28946,3.51,40,304,1.51
5,with,30318,3.68,34,304,1.21
6,be,34736,4.21,34,304,1.01
7,to,86747,10.52,80,304,0.93
8,as,35096,4.26,32,304,0.91
9,the,409212,49.65,369,304,0.89
10,of,232709,28.23,156,304,0.47
11,in,107872,13.09,72,304,0.46
12,to,86747,10.52,56,304,0.41
13,the,409212,49.65,175,304,-0.18
14,and,102994,12.50,43,304,-0.22
15,of,232709,28.23,90,304,-0.33
16,in,107872,13.09,33,304,-0.67
