No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,201,0.06,11,259,5.56
2,ascertained,275,0.08,10,259,4.97
3,new,831,0.24,17,259,4.14
4,chemical,400,0.12,8,259,4.10
5,these,2812,0.82,45,259,3.78
6,general,667,0.19,10,259,3.69
7,many,683,0.20,9,259,3.50
8,number,784,0.23,9,259,3.30
9,been,3357,0.98,29,259,2.89
10,have,5177,1.51,39,259,2.70
11,some,1959,0.57,13,259,2.51
12,all,1862,0.54,12,259,2.47
13,are,4921,1.43,24,259,2.07
14,other,2520,0.73,12,259,2.03
15,which,10950,3.18,48,259,1.91
16,that,12039,3.50,44,259,1.65
17,from,7452,2.17,26,259,1.59
18,were,2948,0.86,9,259,1.39
19,are,4921,1.43,13,259,1.18
20,may,3037,0.88,8,259,1.18
21,i,7435,2.16,18,259,1.06
22,not,4709,1.37,11,259,1.01
23,with,7836,2.28,18,259,0.98
24,to,24428,7.10,51,259,0.84
25,by,11508,3.35,22,259,0.72
26,the,97174,28.25,171,259,0.60
27,it,11933,3.47,20,259,0.53
28,as,7927,2.30,13,259,0.50
29,in,24310,7.07,36,259,0.35
30,be,10810,3.14,16,259,0.35
31,of,63632,18.50,94,259,0.35
32,by,11508,3.35,16,259,0.26
33,to,24428,7.10,32,259,0.17
34,and,27381,7.96,35,259,0.14
35,this,7342,2.13,9,259,0.08
36,with,7836,2.28,9,259,-0.02
37,and,27381,7.96,31,259,-0.04
38,is,13304,3.87,13,259,-0.25
39,the,97174,28.25,89,259,-0.34
40,that,12039,3.50,11,259,-0.35
41,a,22082,6.42,20,259,-0.36
42,of,63632,18.50,48,259,-0.62
43,be,10810,3.14,8,259,-0.65
44,a,22082,6.42,11,259,-1.22
45,in,24310,7.07,8,259,-1.82
