No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,13079,1.50,97,317,4.01
2,are,31694,3.65,52,317,1.83
3,that,46589,5.36,72,317,1.75
4,which,35776,4.12,52,317,1.66
5,from,29983,3.45,39,317,1.50
6,with,36286,4.17,40,317,1.26
7,to,100642,11.58,97,317,1.07
8,the,487601,56.09,389,317,0.79
9,to,100642,11.58,69,317,0.58
10,in,121068,13.93,68,317,0.29
11,of,277789,31.95,153,317,0.26
12,of,277789,31.95,112,317,-0.19
13,and,117765,13.55,45,317,-0.27
14,the,487601,56.09,184,317,-0.29
