No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,prove,196,0.04,10,60,6.07
2,stated,203,0.04,9,59,5.87
3,many,863,0.16,12,156,4.20
4,new,649,0.12,9,121,4.19
5,these,3236,0.61,28,182,3.51
6,some,2335,0.44,17,192,3.26
7,have,5660,1.07,35,198,3.03
8,been,3897,0.74,19,199,2.68
9,other,2962,0.56,13,191,2.53
10,which,12762,2.42,43,205,2.15
11,are,5814,1.10,18,198,2.03
12,that,13363,2.53,37,204,1.87
13,i,8524,1.62,19,204,1.56
14,from,8609,1.63,19,206,1.54
15,with,8795,1.67,13,205,0.96
16,to,27693,5.25,38,211,0.86
17,to,27693,5.25,32,211,0.61
18,with,8795,1.67,10,205,0.58
19,the,105006,19.91,118,221,0.57
20,and,29616,5.61,32,218,0.51
21,as,9296,1.76,10,206,0.50
22,as,9296,1.76,10,206,0.50
23,in,25691,4.87,27,215,0.47
24,it,13380,2.54,14,207,0.46
25,of,69091,13.10,69,222,0.40
26,by,12081,2.29,12,215,0.39
27,by,12081,2.29,11,215,0.26
28,be,12481,2.37,9,207,-0.07
29,and,29616,5.61,19,218,-0.24
30,a,24492,4.64,15,222,-0.31
31,the,105006,19.91,59,221,-0.43
32,of,69091,13.10,30,222,-0.80
