No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,secretory,127,0.02,42,278,9.06
2,these,12056,1.87,100,278,3.74
3,two,10708,1.66,37,278,2.48
4,have,15599,2.42,39,278,2.01
5,are,28528,4.42,64,278,1.86
6,which,32806,5.08,67,278,1.72
7,that,43139,6.68,70,278,1.39
8,from,27483,4.26,38,278,1.16
9,with,33045,5.12,45,278,1.14
10,it,33275,5.15,44,278,1.09
11,to,91726,14.20,116,278,1.03
12,with,33045,5.12,39,278,0.93
13,the,451173,69.86,458,278,0.71
14,as,38839,6.01,38,278,0.66
15,be,37214,5.76,36,278,0.64
16,in,111135,17.21,91,278,0.40
17,to,91726,14.20,74,278,0.38
18,of,255698,39.59,193,278,0.29
19,and,108394,16.78,63,278,-0.09
20,the,451173,69.86,227,278,-0.30
21,of,255698,39.59,119,278,-0.41
22,and,108394,16.78,39,278,-0.78
23,in,111135,17.21,35,278,-0.98
