No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,2349,0.24,23,253,4.58
2,some,1796,0.18,10,253,3.77
3,have,4814,0.49,14,253,2.83
4,are,5225,0.53,9,253,2.08
5,which,11606,1.18,19,253,2.00
6,i,9049,0.92,12,253,1.70
7,this,8644,0.88,10,253,1.50
8,to,28352,2.89,25,253,1.11
9,that,13236,1.35,11,253,1.03
10,of,62711,6.40,42,253,0.71
11,to,28352,2.89,17,253,0.56
12,the,109288,11.15,64,253,0.52
13,in,25884,2.64,14,253,0.41
14,and,29895,3.05,14,253,0.20
15,a,24058,2.45,9,253,-0.13
16,of,62711,6.40,20,253,-0.36
17,and,29895,3.05,9,253,-0.44
18,the,109288,11.15,30,253,-0.57
