No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8457,1.24,67,245,3.75
2,all,4910,0.72,25,245,3.11
3,have,10911,1.61,28,245,2.12
4,which,22609,3.33,51,245,1.94
5,i,10585,1.56,22,245,1.82
6,with,20589,3.03,31,245,1.35
7,that,24304,3.58,34,245,1.25
8,be,19293,2.84,25,245,1.14
9,are,16400,2.41,21,245,1.12
10,from,18614,2.74,23,245,1.07
11,to,56328,8.29,69,245,1.06
12,as,22621,3.33,26,245,0.97
13,by,23526,3.46,26,245,0.91
14,with,20589,3.03,21,245,0.79
15,it,21256,3.13,21,245,0.75
16,to,56328,8.29,54,245,0.70
17,the,279579,41.15,264,245,0.68
18,by,23526,3.46,20,245,0.53
19,in,69736,10.26,56,245,0.45
20,of,162367,23.90,106,245,0.15
21,and,69231,10.19,41,245,0.01
22,the,279579,41.15,130,245,-0.34
23,and,69231,10.19,29,245,-0.49
24,of,162367,23.90,64,245,-0.58
