https://example.com/collocation-analysis
There are 1487075 different words in your collocation database for "facts". (Your query returned 642 matches in 210 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	recorded	95	0.02	13	29	8.19
2	these	4862	1.14	43	188	4.24
3	some	2239	0.52	11	186	3.39
4	i	8441	1.98	28	196	2.83
5	which	14211	3.33	36	203	2.44
6	have	6280	1.47	13	195	2.14
7	are	7593	1.78	15	203	2.08
8	from	10671	2.50	21	199	2.07
9	in	39028	9.13	45	210	1.30
10	the	148170	34.67	157	210	1.18
11	with	11830	2.77	12	207	1.12
12	it	13100	3.07	13	203	1.08
13	be	12039	2.82	11	205	0.97
14	and	37046	8.67	32	210	0.88
15	of	86531	20.25	69	210	0.77
16	by	17110	4.00	12	209	0.58
17	by	17110	4.00	11	209	0.46
18	to	32946	7.71	21	209	0.45
19	to	32946	7.71	16	209	0.05
20	and	37046	8.67	15	210	-0.21
21	of	86531	20.25	23	210	-0.82
22	the	148170	34.67	25	210	-1.47
