https://example.com/collocation-analysis
There are 1851232 different words in your collocation database for "facts". (Your query returned 925 matches in 285 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	445	0.11	13	125	5.90
2	many	1151	0.28	15	194	4.74
3	these	5448	1.33	65	255	4.61
4	all	3695	0.90	16	245	3.15
5	have	7683	1.88	29	262	2.95
6	which	18096	4.42	59	266	2.74
7	are	10021	2.45	30	277	2.62
8	i	11204	2.74	33	270	2.59
9	other	4774	1.17	14	254	2.59
10	from	12499	3.05	36	270	2.56
11	with	13682	3.34	21	281	1.65
12	with	13682	3.34	19	281	1.51
13	that	18706	4.57	25	267	1.45
14	the	184260	44.99	206	285	1.19
15	on	12682	3.10	14	285	1.18
16	it	17480	4.27	18	265	1.08
17	by	17911	4.37	18	284	1.04
18	of	105372	25.73	104	285	1.02
19	in	45457	11.10	42	284	0.92
20	and	47786	11.67	33	284	0.50
21	to	41494	10.13	28	284	0.47
22	to	41494	10.13	14	284	-0.53
23	the	184260	44.99	50	285	-0.85
24	of	105372	25.73	23	285	-1.16
