Context,Collocate
"Years 1774-1783: | SIMON, <oncerning that extraordinary fact in Natural Hi- story, which",extraordinary
"Years 1774-1783: And thisaccount- for an extraordinary fact mentioned by BzLL; that, a1",extraordinary
