Context,Collocate
"Years 1707-1716: ""This is Matter . of Fact : known (143) known'to every",matter
Years 1707-1716: as appears by matter of Fact ; which take as fol-,matter
Years 1707-1716: on- > relace Matter of Fact as to the discovery of,matter
Years 1707-1716: shewn to be matter of Fact ; and that not only,matter
