Context,Collocate
"Years 1772-1781: | SIMON, <oncerning that extraordinary fact in Natural Hi- story, which",extraordinary
"Years 1772-1781: And thisaccount- for an extraordinary fact mentioned by BzLL; that, a1",extraordinary
"Years 1772-1781: May 11, 1780, VERY new fact in a science being an",new
