Context,Collocate
"Years 1685-1694: Philosophy , trill matter of fact and experiment confirm it. ;",matter
"Years 1685-1694: uncertainty, but the matter of FaCt be- ing most undoubted, the",matter
"Years 1685-1694: now put the Matter of Fact out of Question, which I",matter
