Context,Collocate
"Years 1693-1702: now put the Matter of Fact out of Question, which I",matter
"Years 1693-1702: Body. Nay, 'tis matter of Fact that they © frequently are",matter
"Years 1693-1702: Well, to the matter Sf fact then, Z Mr Jobr Soxner,",matter
Years 1693-1702: the Town the matter of fact was rue ; and 'tis,matter
