Context,Collocate
Years 1786-1795: As it is a known fact that fluids exhibit different specific,known
Years 1786-1795: other animals. It is a fact 80: well known to persons,known
"Years 1786-1795: much impeded. Another well known fact is, that the' solar focus",known
