Context,Collocate
Years 1702-1711: the Town the matter of fact was rue ; and 'tis,matter
Years 1702-1711: Water 5 the matter of fact to m2 seems hard- Iy,matter
"Years 1702-1711: ""This is Matter . of Fact : known (143) known'to every",matter
Years 1702-1711: as appears by matter of Fact ; which take as fol-,matter
Years 1702-1711: on- > relace Matter of Fact as to the discovery of,matter
