Context,Collocate
"Years 1773-1782: | SIMON, <oncerning that extraordinary fact in Natural Hi- story, which",extraordinary
"Years 1773-1782: And thisaccount- for an extraordinary fact mentioned by BzLL; that, a1",extraordinary
