Context,Collocate
Years 1703-1712: Water 5 the matter of fact to m2 seems hard- Iy,matter
"Years 1703-1712: ""This is Matter . of Fact : known (143) known'to every",matter
Years 1703-1712: as appears by matter of Fact ; which take as fol-,matter
Years 1703-1712: on- > relace Matter of Fact as to the discovery of,matter
