Context,Collocate
"Years 1694-1703: now put the Matter of Fact out of Question, which I",matter
"Years 1694-1703: Body. Nay, 'tis matter of Fact that they © frequently are",matter
"Years 1694-1703: Well, to the matter Sf fact then, Z Mr Jobr Soxner,",matter
Years 1694-1703: the Town the matter of fact was rue ; and 'tis,matter
