Context,Collocate
Years 1705-1714: Water 5 the matter of fact to m2 seems hard- Iy,matter
"Years 1705-1714: ""This is Matter . of Fact : known (143) known'to every",matter
Years 1705-1714: as appears by matter of Fact ; which take as fol-,matter
Years 1705-1714: on- > relace Matter of Fact as to the discovery of,matter
Years 1705-1714: shewn to be matter of Fact ; and that not only,matter
