Context,Word,File,Directory
"part of the Facts S . FR,",s,rstl_1720_0019.txt,txt_rstl
"part of the Facts S . FR,",of,rstl_1720_0019.txt,txt_rstl
"part of the Facts S . FR,",the,rstl_1720_0019.txt,txt_rstl
"part of the Facts S . FR,",the,rstl_1720_0019.txt,txt_rstl
"part of the Facts S . FR,",the,rstl_1720_0019.txt,txt_rstl
"part of the Facts S . FR,",the,rstl_1720_0019.txt,txt_rstl
