Context,Word,File,Directory
reason why the Facts proceed not **,why,rstl_1708_0039.txt,txt_rstl
reason why the Facts proceed not **,proceed,rstl_1708_0039.txt,txt_rstl
reason why the Facts proceed not **,not,rstl_1708_0039.txt,txt_rstl
reason why the Facts proceed not **,the,rstl_1708_0039.txt,txt_rstl
