Context,Word,File,Directory
acquainted with those Facts and Experiments upon,experiments,rstl_1726_0056.txt,txt_rstl
acquainted with those Facts and Experiments upon,those,rstl_1726_0056.txt,txt_rstl
acquainted with those Facts and Experiments upon,with,rstl_1726_0056.txt,txt_rstl
acquainted with those Facts and Experiments upon,and,rstl_1726_0056.txt,txt_rstl
