https://example.com/collocation-analysis
There are 1487075 different words in your collocation database for "facts". (Your query returned 1288 matches in 210 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	recorded	95	0.02	14	29	7.30
2	known	401	0.09	11	106	4.87
3	appear	629	0.15	10	134	4.09
4	these	4862	1.14	52	188	3.51
5	now	1568	0.37	12	174	3.03
6	observed	1463	0.34	11	137	3.01
7	some	2239	0.52	16	186	2.93
8	i	8441	1.98	39	196	2.30
9	have	6280	1.47	24	195	2.03
10	will	2987	0.70	11	182	1.98
11	which	14211	3.33	45	203	1.76
12	but	5118	1.20	13	195	1.44
13	from	10671	2.50	27	199	1.43
14	are	7593	1.78	18	203	1.34
15	that	14710	3.44	31	197	1.17
16	not	5686	1.33	11	196	1.05
17	it	13100	3.07	24	203	0.97
18	be	12039	2.82	22	205	0.97
19	to	32946	7.71	59	209	0.94
20	this	9313	2.18	16	198	0.88
21	with	11830	2.77	19	207	0.78
22	in	39028	9.13	62	210	0.76
23	or	7392	1.73	11	200	0.67
24	are	7593	1.78	11	203	0.63
25	the	148170	34.67	211	210	0.61
26	with	11830	2.77	16	207	0.53
27	to	32946	7.71	43	209	0.48
28	by	17110	4.00	22	209	0.46
29	as	12629	2.96	15	208	0.34
30	and	37046	8.67	42	210	0.28
31	of	86531	20.25	98	210	0.27
32	on	11684	2.73	12	208	0.13
33	by	17110	4.00	14	209	-0.19
34	as	12629	2.96	10	208	-0.24
35	a	27703	6.48	21	209	-0.30
36	and	37046	8.67	28	210	-0.31
37	the	148170	34.67	101	210	-0.46
38	in	39028	9.13	26	210	-0.49
39	a	27703	6.48	16	209	-0.70
40	of	86531	20.25	44	210	-0.88
