https://example.com/collocation-analysis
There are 1586150 different words in your collocation database for "facts". (Your query returned 1167 matches in 311 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	stated	376	0.08	14	121	5.52
2	many	824	0.17	15	189	4.49
3	these	4285	0.87	51	268	3.87
4	following	1277	0.26	11	234	3.41
5	some	2171	0.44	16	257	3.18
6	have	6253	1.27	40	283	2.98
7	been	4010	0.81	21	282	2.69
8	all	2807	0.57	11	256	2.27
9	from	10880	2.21	41	297	2.21
10	are	7496	1.52	27	294	2.15
11	i	10129	2.06	36	289	2.13
12	which	13905	2.82	48	287	2.09
13	that	15126	3.07	40	288	1.70
14	not	6277	1.27	11	278	1.11
15	by	15482	3.14	23	308	0.87
16	this	9574	1.94	14	286	0.85
17	with	11741	2.38	17	304	0.83
18	to	35556	7.22	48	309	0.73
19	of	89241	18.12	117	311	0.69
20	in	36831	7.48	46	311	0.62
21	the	152723	31.00	189	311	0.61
22	with	11741	2.38	14	304	0.55
23	this	9574	1.94	11	286	0.50
24	as	11660	2.37	13	294	0.46
25	by	15482	3.14	17	308	0.44
26	and	41047	8.33	38	310	0.19
27	be	14071	2.86	13	292	0.19
28	it	14330	2.91	11	287	-0.08
29	that	15126	3.07	11	288	-0.16
30	to	35556	7.22	24	309	-0.27
31	the	152723	31.00	98	311	-0.34
32	a	32071	6.51	18	309	-0.53
33	of	89241	18.12	44	311	-0.72
34	and	41047	8.33	19	310	-0.81
