https://example.com/collocation-analysis
There are 1646897 different words in your collocation database for "facts". (Your query returned 1633 matches in 227 different texts)
__________________

No.	Word	Total no. in whole corpus	Expected collocate frequency	Observed collocate frequency	In no. of texts	Mutual information value

1	recorded	107	0.03	14	33	6.99
2	respecting	164	0.04	12	73	6.15
3	stated	426	0.11	18	108	5.36
4	connected	494	0.13	14	98	4.78
5	many	1095	0.28	13	156	3.53
6	appears	948	0.24	11	161	3.49
7	these	5451	1.40	63	198	3.49
8	observed	1409	0.36	12	154	3.05
9	some	2461	0.63	19	194	2.91
10	such	1758	0.45	11	179	2.60
11	now	1914	0.49	11	186	2.48
12	i	9683	2.49	41	211	2.04
13	have	7351	1.89	30	205	1.99
14	all	2979	0.77	12	193	1.97
15	from	11140	2.87	43	211	1.91
16	which	16291	4.19	54	214	1.69
17	other	3954	1.02	12	202	1.56
18	that	16670	4.29	45	208	1.39
19	are	8857	2.28	23	219	1.33
20	with	12684	3.27	31	224	1.25
21	with	12684	3.27	29	224	1.15
22	we	4910	1.26	11	185	1.12
23	be	13743	3.54	30	222	1.08
24	but	6204	1.60	13	206	1.02
25	to	36391	9.37	69	227	0.88
26	in	42898	11.04	80	226	0.86
27	this	10530	2.71	19	208	0.81
28	are	8857	2.28	15	219	0.72
29	it	15123	3.89	25	214	0.68
30	the	162075	41.73	259	227	0.63
31	as	13931	3.59	22	220	0.62
32	or	8319	2.14	12	217	0.49
33	by	17381	4.47	22	227	0.30
34	of	94257	24.27	110	227	0.18
35	to	36391	9.37	42	227	0.16
36	on	11725	3.02	13	225	0.11
37	by	17381	4.47	19	227	0.09
38	and	41502	10.68	44	227	0.04
39	as	13931	3.59	13	220	-0.14
40	that	16670	4.29	15	208	-0.19
41	the	162075	41.73	134	227	-0.32
42	in	42898	11.04	28	226	-0.66
43	a	31571	8.13	20	225	-0.70
44	and	41502	10.68	26	227	-0.72
45	is	19461	5.01	11	225	-0.87
46	of	94257	24.27	48	227	-1.02
47	a	31571	8.13	15	225	-1.12
