No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,propriety,25,0.00,10,19,9.18
2,certainty,58,0.01,9,28,7.81
3,curious,137,0.02,10,74,6.73
4,respecting,178,0.03,10,90,6.35
5,new,580,0.10,11,141,4.78
6,many,640,0.11,12,195,4.76
7,following,875,0.15,11,204,4.19
8,these,3300,0.57,35,268,3.94
9,some,1928,0.33,13,264,3.29
10,have,5588,0.96,24,288,2.64
11,which,10971,1.89,36,292,2.25
12,i,8316,1.43,25,290,2.12
13,been,3476,0.60,10,286,2.06
14,may,3238,0.56,9,268,2.01
15,are,5417,0.93,13,284,1.80
16,or,5534,0.95,13,282,1.77
17,from,9034,1.56,21,301,1.75
18,that,12951,2.23,25,289,1.49
19,this,8386,1.45,12,290,1.05
20,be,11233,1.94,16,296,1.05
21,with,8938,1.54,12,300,0.96
22,to,28752,4.96,33,305,0.73
23,the,121451,20.94,127,314,0.60
24,as,9254,1.60,9,295,0.50
25,of,73280,12.63,64,313,0.34
26,that,12951,2.23,11,289,0.30
27,by,12692,2.19,10,310,0.19
28,in,28989,5.00,21,310,0.07
29,and,32125,5.54,19,314,-0.22
30,to,28752,4.96,16,305,-0.31
31,a,24261,4.18,13,311,-0.36
32,and,32125,5.54,16,314,-0.47
33,the,121451,20.94,55,314,-0.61
34,of,73280,12.63,32,313,-0.66
