No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,10992,1.03,90,255,4.45
2,that,36205,3.40,72,257,2.40
3,are,30976,2.91,46,256,1.98
4,with,30159,2.83,41,257,1.86
5,the,395482,37.15,255,258,0.78
6,to,78009,7.33,47,257,0.68
7,in,108738,10.22,54,257,0.40
8,of,223639,21.01,87,258,0.05
9,the,395482,37.15,116,258,-0.36
10,and,110275,10.36,32,258,-0.37
11,in,108738,10.22,31,257,-0.40
12,of,223639,21.01,53,258,-0.67
