No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,184,0.05,10,59,5.77
2,ascertained,257,0.06,9,95,5.14
3,new,829,0.21,17,149,4.37
4,these,2718,0.68,39,234,3.85
5,general,700,0.17,8,151,3.52
6,some,1892,0.47,13,239,2.79
7,been,3139,0.78,21,247,2.75
8,have,5073,1.26,32,252,2.66
9,all,1892,0.47,10,218,2.41
10,other,2412,0.60,10,242,2.06
11,which,10800,2.69,42,255,1.97
12,are,4930,1.23,17,246,1.79
13,that,11735,2.92,37,253,1.66
14,from,7137,1.78,22,259,1.63
15,i,7629,1.90,22,259,1.54
16,not,4593,1.14,10,245,1.13
17,with,7650,1.90,15,255,0.98
18,to,23909,5.95,44,267,0.89
19,are,4930,1.23,9,246,0.88
20,or,4391,1.09,8,255,0.87
21,by,11156,2.78,19,267,0.78
22,it,11653,2.90,19,256,0.71
23,the,95237,23.69,144,272,0.60
24,of,61609,15.33,84,270,0.45
25,in,24285,6.04,32,269,0.41
26,as,7865,1.96,10,257,0.35
27,be,10594,2.64,12,258,0.19
28,this,7295,1.81,8,257,0.14
29,to,23909,5.95,25,267,0.07
30,and,26573,6.61,26,270,-0.02
31,and,26573,6.61,22,270,-0.27
32,is,13296,3.31,11,261,-0.27
33,a,22213,5.53,18,272,-0.30
34,by,11156,2.78,9,267,-0.30
35,the,95237,23.69,74,272,-0.36
36,that,11735,2.92,8,253,-0.55
37,of,61609,15.33,42,270,-0.55
38,a,22213,5.53,11,272,-1.01
39,in,24285,6.04,9,269,-1.43
