No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,these,8804,1.03,64,298,3.95
2,have,12042,1.41,39,311,2.79
3,from,21155,2.48,34,316,1.78
4,which,27168,3.19,43,315,1.75
5,that,28909,3.39,41,312,1.60
6,are,19462,2.28,26,310,1.51
7,to,64790,7.60,62,316,1.03
8,the,307384,36.07,245,319,0.76
9,in,79918,9.38,48,318,0.36
10,to,64790,7.60,37,316,0.28
11,of,193760,22.74,101,319,0.15
12,the,307384,36.07,118,319,-0.29
13,and,81639,9.58,30,319,-0.35
14,of,193760,22.74,68,319,-0.42
15,and,81639,9.58,27,319,-0.51
