No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,stated,258,0.07,12,64,5.41
2,prove,202,0.06,9,68,5.35
3,new,706,0.19,16,132,4.38
4,many,789,0.22,13,156,3.92
5,general,632,0.17,9,126,3.71
6,appear,583,0.16,8,151,3.65
7,these,3007,0.82,38,183,3.53
8,number,652,0.18,8,133,3.49
9,been,3722,1.01,27,200,2.73
10,some,2188,0.60,15,189,2.65
11,have,5533,1.51,37,200,2.62
12,other,2630,0.72,13,192,2.18
13,are,4991,1.36,24,198,2.14
14,all,1896,0.52,8,178,1.95
15,which,11882,3.24,48,203,1.89
16,they,2396,0.65,9,187,1.78
17,that,12799,3.49,45,204,1.69
18,from,7673,2.09,24,205,1.52
19,i,8000,2.18,24,205,1.46
20,to,24505,6.68,53,214,0.99
21,not,5341,1.46,11,195,0.92
22,by,11441,3.12,23,215,0.88
23,or,4754,1.30,9,203,0.80
24,with,8546,2.33,16,204,0.78
25,the,93740,25.56,159,222,0.64
26,but,5011,1.37,8,201,0.55
27,this,7612,2.08,12,204,0.53
28,as,8283,2.26,13,206,0.52
29,to,24505,6.68,38,214,0.51
30,in,24502,6.68,37,217,0.47
31,have,5533,1.51,8,200,0.41
32,with,8546,2.33,12,204,0.36
33,of,64682,17.64,88,223,0.32
34,and,27411,7.47,36,219,0.27
35,as,8283,2.26,10,206,0.15
36,it,12481,3.40,15,209,0.14
37,be,10896,2.97,12,208,0.01
38,by,11441,3.12,12,215,-0.06
39,be,10896,2.97,11,208,-0.11
40,a,21916,5.98,21,222,-0.19
41,and,27411,7.47,24,219,-0.32
42,the,93740,25.56,77,222,-0.41
43,of,64682,17.64,43,223,-0.71
44,is,12641,3.45,8,212,-0.79
45,that,12799,3.49,8,204,-0.80
46,a,21916,5.98,8,222,-1.58
47,in,24502,6.68,8,217,-1.74
