Context,Collocate,File,Directory,Year,Frequency Filter
"the © Truth of the Facts therein contained, as there is",the,rstl_1742_0004.txt,txt_rstl,1742,7
"the © Truth of the Facts therein contained, as there is",the,rstl_1742_0005.txt,txt_rstl,1742,7
who arc Witneſſes of the Facts here mentioned. The Drawing (Tas.,the,rstl_1746_0097.txt,txt_rstl,1746,7
"into the Earth. | Theſe Facts being fo, if my '",the,rstl_1746_0119.txt,txt_rstl,1746,7
