No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,curious,60,0.05,5,33,6.78
2,stated,143,0.11,9,51,6.38
3,preceding,326,0.25,5,70,4.34
4,may,1630,1.23,6,126,2.28
