No.,Word,Total no. in window corpus,Expected collocate frequency,Observed collocate frequency,In no. of texts,Mutual Information value
1,many,625,0.11,11,198,4.65
2,new,814,0.14,10,143,4.13
3,these,2755,0.48,31,262,4.00
4,some,1688,0.30,11,259,3.22
5,have,4990,0.88,23,280,2.72
6,been,3048,0.53,13,275,2.60
7,which,10296,1.81,39,283,2.43
8,or,4753,0.83,11,279,1.72
9,from,7346,1.29,17,286,1.72
10,that,11207,1.97,24,278,1.61
11,i,7142,1.25,12,284,1.26
12,to,24188,4.24,31,288,0.87
13,the,100036,17.55,101,299,0.52
14,that,11207,1.97,11,278,0.48
15,be,10211,1.79,10,283,0.48
16,of,62890,11.03,60,296,0.44
17,it,11054,1.94,10,279,0.37
18,in,24382,4.28,19,295,0.15
19,to,24188,4.24,15,288,-0.18
20,and,26481,4.65,16,298,-0.22
21,and,26481,4.65,16,298,-0.22
22,a,22181,3.89,13,300,-0.26
23,the,100036,17.55,53,299,-0.41
24,of,62890,11.03,28,296,-0.66
